Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Paez, D., Filion, Y.",55837204200;6603123029;,Water Distribution Systems Reliability under Extended-Period Simulations,2020,Journal of Water Resources Planning and Management,146,8,4020062,,,,3,10.1061/(ASCE)WR.1943-5452.0001257,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085543395&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001257&partnerID=40&md5=3caee8cbed01c0afcd3a95c76206da12,Article,Final,,Scopus,2-s2.0-85085543395
"Pecci, F., Parpas, P., Stoianov, I.",56825733100;22953851000;23971798600;,Sequential Convex Optimization for Detecting and Locating Blockages in Water Distribution Networks,2020,Journal of Water Resources Planning and Management,146,8,4020057,,,,3,10.1061/(ASCE)WR.1943-5452.0001233,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085508817&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001233&partnerID=40&md5=e3cfd42cf8667f15d0f788708f742534,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85085508817
"Cioffi, F., Conticello, F.R., Lall, U.",57104880700;57105779100;7007127326;,"Stochastic Scenarios for 21st Century Rainfall Seasonality, Daily Frequency, and Intensity in South Florida",2020,Journal of Water Resources Planning and Management,146,8,4020058,,,,2,10.1061/(ASCE)WR.1943-5452.0001250,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085478830&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001250&partnerID=40&md5=677afa94ef1c146145cb80060d6d7930,Article,Final,,Scopus,2-s2.0-85085478830
"Saadatpour, M., Afshar, A., Solis, S.S.",18438271400;7005146256;23995805500;,"Surrogate-Based Multiperiod, Multiobjective Reservoir Operation Optimization for Quality and Quantity Management",2020,Journal of Water Resources Planning and Management,146,8,4020053,,,,15,10.1061/(ASCE)WR.1943-5452.0001252,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085379752&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001252&partnerID=40&md5=e33ba5dca58eb395e4f09bd665f56fc7,Article,Final,,Scopus,2-s2.0-85085379752
"Hatam, F., Besner, M.-C., Ebacher, G., Prévost, M.",57202834190;6602981160;35098496300;7101731160;,Limitations of E. coli Monitoring for Confirmation of Contamination in Distribution Systems due to Intrusion under Low Pressure Conditions in the Presence of Disinfectants,2020,Journal of Water Resources Planning and Management,146,8,4020056,,,,5,10.1061/(ASCE)WR.1943-5452.0001256,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085367594&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001256&partnerID=40&md5=cb1d95c5f225129b1b28494a286b7e10,Article,Final,,Scopus,2-s2.0-85085367594
"Foglianti, G., Alvisi, S., Franchini, M., Todini, E.",57216933734;55996164000;7103375106;57203775170;,Extending the Global-Gradient Algorithm to Solve Pressure-Control Valves,2020,Journal of Water Resources Planning and Management,146,8,4020055,,,,6,10.1061/(ASCE)WR.1943-5452.0001247,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085361540&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001247&partnerID=40&md5=9716f4c530c84c117907ca58036ff9f5,Article,Final,,Scopus,2-s2.0-85085361540
"Liu, Y., Barrows, C., Macknick, J., Mauter, M.",57200419102;35218804300;26536228100;24598019300;,Optimization Framework to Assess the Demand Response Capacity of a Water Distribution System,2020,Journal of Water Resources Planning and Management,146,8,4020063,,,,11,10.1061/(ASCE)WR.1943-5452.0001258,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083588424&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001258&partnerID=40&md5=e0f62a41f71faf281e9549dbb3f11f4f,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85083588424
"Fontana, N., Giugni, M., Glielmo, L., Marini, G., Zollo, R.",24721333100;6602833850;6603819476;23485764200;57200034341;,Use of Hydraulically Operated PRVs for Pressure Regulation and Power Generation in Water Distribution Networks,2020,Journal of Water Resources Planning and Management,146,7,4020047,,,,7,10.1061/(ASCE)WR.1943-5452.0001234,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086080690&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001234&partnerID=40&md5=772a5f0580ef2fe44c1937372d498ac7,Article,Final,,Scopus,2-s2.0-85086080690
"Kim, H.J., Cho, K., Kim, Y., Park, H., Lee, J.W., Kim, S.J., Chae, Y.",57202061195;57216896264;55574123272;57193133176;36637955900;54780152800;35728140700;,Spatial Assessment of Water-Use Vulnerability under Future Climate and Socioeconomic Scenarios within a River Basin,2020,Journal of Water Resources Planning and Management,146,7,5020011,,,,3,10.1061/(ASCE)WR.1943-5452.0001235,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085201078&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001235&partnerID=40&md5=4a8ecf6780efdba0602f520e1f5e1493,Article,Final,,Scopus,2-s2.0-85085201078
"Das Bhowmik, R., Seo, S.B., Das, P., Sankarasubramanian, A.",57198492116;56275693500;57214659793;6603489730;,Synthesis of Irrigation Water Use in the United States: Spatiotemporal Patterns,2020,Journal of Water Resources Planning and Management,146,7,4020050,,,,8,10.1061/(ASCE)WR.1943-5452.0001249,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085184764&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001249&partnerID=40&md5=a0b3a5096f5e2958823990ec2936c93c,Article,Final,,Scopus,2-s2.0-85085184764
"Ghanbari, M., Arabi, M., Obeysekera, J.",57207256856;14520309600;7004573609;,Chronic and Acute Coastal Flood Risks to Assets and Communities in Southeast Florida,2020,Journal of Water Resources Planning and Management,146,7,4020049,,,,21,10.1061/(ASCE)WR.1943-5452.0001245,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085166856&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001245&partnerID=40&md5=326e13a3b79f64ea19c27d3d9b99b579,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85085166856
"Wang, Z., Zhang, L., Cheng, L., Liu, K., Ye, A., Cai, X.",56682216800;55709109900;55722743100;35189066700;57205333121;7401847849;,Optimizing Operating Rules for a Reservoir System in Northern China Considering Ecological Flow Requirements and Water Use Priorities,2020,Journal of Water Resources Planning and Management,146,7,4020051,,,,8,10.1061/(ASCE)WR.1943-5452.0001236,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084956501&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001236&partnerID=40&md5=c07c4a343d3ea7bb0b7c6ea8f48f17ce,Article,Final,,Scopus,2-s2.0-85084956501
"Pesantez, J.E., Berglund, E.Z., Mahinthakumar, G.",57209307038;56394090200;57202986260;,Geospatial and Hydraulic Simulation to Design District Metered Areas for Large Water Distribution Networks,2020,Journal of Water Resources Planning and Management,146,7,6020010,,,,8,10.1061/(ASCE)WR.1943-5452.0001243,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084927309&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001243&partnerID=40&md5=70a6646c6159d99b0b585b870794d086,Article,Final,,Scopus,2-s2.0-85084927309
"Sirsant, S., Reddy, M.J.",57199058861;15046888100;,Assessing the Performance of Surrogate Measures for Water Distribution Network Reliability,2020,Journal of Water Resources Planning and Management,146,7,4020048,,,,23,10.1061/(ASCE)WR.1943-5452.0001244,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084655129&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001244&partnerID=40&md5=2b9c0e886c68b70929d6de5cfd89ff54,Article,Final,,Scopus,2-s2.0-85084655129
"Avisse, N., Tilmant, A., Rosenberg, D., Talozi, S.",57192700967;15822801300;8577634300;6508223235;,Quantitative Assessment of Contested Water Uses and Management in the Conflict-Torn Yarmouk River Basin,2020,Journal of Water Resources Planning and Management,146,7,5020010,,,,7,10.1061/(ASCE)WR.1943-5452.0001240,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084647780&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001240&partnerID=40&md5=8f614d6b3428f4245f70380d521ec88c,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85084647780
"Kerwin, S., Adey, B.T.",57208153674;6602448661;,Optimal Intervention Planning: A Bottom-Up Approach to Renewing Aging Water Infrastructure,2020,Journal of Water Resources Planning and Management,146,7,4020044,,,,16,10.1061/(ASCE)WR.1943-5452.0001217,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084339567&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001217&partnerID=40&md5=cc18cb1d8cb73debab899626b07925dd,Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85084339567
"Robinson, S.C.",57216704005;,Well-Induced Stream Depletion and Groundwater Return Flow: Estimating Impact Schedules with a Finite-Difference Spreadsheet,2020,Journal of Water Resources Planning and Management,146,7,6020009,,,,1,10.1061/(ASCE)WR.1943-5452.0001230,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084335699&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001230&partnerID=40&md5=9bc370c3be051345784ed5ba52d321e1,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85084335699
"Al-Qadi, D.",57216582316;,PIE Index: Quantifying Stakeholder Engagement on Urban Water System Projects and Initiatives,2020,Journal of Water Resources Planning and Management,146,7,4020043,,,,1,10.1061/(ASCE)WR.1943-5452.0001232,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083965423&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001232&partnerID=40&md5=9cc1b90b593ede3d7d94f0833f0765a0,Article,Final,,Scopus,2-s2.0-85083965423
"Jiang, H., Simonovic, S.P., Yu, Z., Wang, W.",57199202407;7006029957;56463248400;55924669700;,System Dynamics Simulation Model for Flood Management of the Three Gorges Reservoir,2020,Journal of Water Resources Planning and Management,146,7,5020009,,,,5,10.1061/(ASCE)WR.1943-5452.0001216,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083873447&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001216&partnerID=40&md5=43f76f8e2e7dda58289c47d568a60800,Article,Final,,Scopus,2-s2.0-85083873447
"Distler, L.N., Scruggs, C.E.",57215185621;6507850927;,"Arid Inland Community Survey on Water Knowledge, Trust, and Potable Reuse. I: Description of Findings",2020,Journal of Water Resources Planning and Management,146,7,4020045,,,,6,10.1061/(ASCE)WR.1943-5452.0001218,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080081459&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001218&partnerID=40&md5=1b1f0734499c3673e1119d4b527b9a60,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85080081459
"Distler, L.N., Scruggs, C.E., Rumsey, K.N.",57215185621;6507850927;57203120151;,"Arid Inland Community Survey on Water Knowledge, Trust, and Potable Reuse. II: Predictive Modeling",2020,Journal of Water Resources Planning and Management,146,7,4020046,,,,5,10.1061/(ASCE)WR.1943-5452.0001219,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080078397&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001219&partnerID=40&md5=798ac47b076ec3eb74b94b53cd1ebf3f,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85080078397
"Karamouz, M., Heydari, Z.",56243091200;57210035008;,Conceptual Design Framework for Coastal Flood Best Management Practices,2020,Journal of Water Resources Planning and Management,146,6,4020041,,,,10,10.1061/(ASCE)WR.1943-5452.0001224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083571193&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001224&partnerID=40&md5=9612b47976fbebcfeb0fcd63176b0c13,Article,Final,,Scopus,2-s2.0-85083571193
"Bohorquez, J., Alexander, B., Simpson, A.R., Lambert, M.F.",56638057000;57193781708;7402780493;24923543300;,Leak Detection and Topology Identification in Pipelines Using Fluid Transients and Artificial Neural Networks,2020,Journal of Water Resources Planning and Management,146,6,4020040,,,,47,10.1061/(ASCE)WR.1943-5452.0001187,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083381321&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001187&partnerID=40&md5=411885da37642dd2cbd0d02b00529d62,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85083381321
"Shafiee, M.E., Rasekh, A., Sela, L., Preis, A.",36188902500;26040962000;57201085040;23097973100;,Streaming Smart Meter Data Integration to Enable Dynamic Demand Assignment for Real-Time Hydraulic Simulation,2020,Journal of Water Resources Planning and Management,146,6,6020008,,,,13,10.1061/(ASCE)WR.1943-5452.0001221,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083190839&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001221&partnerID=40&md5=8dae3b56961d637c98a6d11f9cedcbe9,Article,Final,,Scopus,2-s2.0-85083190839
"Rosenberg, D.E., Filion, Y., Teasley, R., Sandoval-Solis, S., Hecht, J.S., Van Zyl, J.E., McMahon, G.F., Horsburgh, J.S., Kasprzyk, J.R., Tarboton, D.G.",8577634300;6603123029;15125054900;23995805500;43261550100;12242479800;35849790700;22985191200;23972953800;7003457258;,The Next Frontier: Making Research More Reproducible,2020,Journal of Water Resources Planning and Management,146,6,1820002,,,,14,10.1061/(ASCE)WR.1943-5452.0001215,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083188836&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001215&partnerID=40&md5=2c78d5536a43955fd9a71b85c6184ed3,Review,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85083188836
"Zeff, H., Characklis, G.W., Thurman, W.",55815991900;6603397589;6701717332;,How Do Price Surcharges Impact Water Utility Financial Incentives to Pursue Alternative Supplies during Drought?,2020,Journal of Water Resources Planning and Management,146,6,4020042,,,,6,10.1061/(ASCE)WR.1943-5452.0001228,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083163903&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001228&partnerID=40&md5=c42f1c21de9d44153d4cb9ede77a8bb5,Article,Final,,Scopus,2-s2.0-85083163903
"Wang, H., Asefa, T., Wanakule, N., Adams, A.",57218524336;8404132000;56619616000;7401909890;,Application of Decision-Support Tools for Seasonal Water Supply Management that Incorporates System Uncertainties and Operational Constraints,2020,Journal of Water Resources Planning and Management,146,6,,,,,8,10.1061/(ASCE)WR.1943-5452.0001225,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083118490&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001225&partnerID=40&md5=0d0bc9a2d2c8429d57bdb7dcef0f3759,Article,Final,,Scopus,2-s2.0-85083118490
"Guariso, G., Sangiorgio, M.",7004947264;57201116039;,Performance of Implicit Stochastic Approaches to the Synthesis of Multireservoir Operating Rules,2020,Journal of Water Resources Planning and Management,146,6,4020034,,,,7,10.1061/(ASCE)WR.1943-5452.0001200,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083084882&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001200&partnerID=40&md5=099200d7e66d7b8efe9cc7c65feb2f0d,Article,Final,,Scopus,2-s2.0-85083084882
"Mostafaei-Avandari, M., Ketabchi, H.",57216312397;26654807200;,Coastal Groundwater Management by an Uncertainty-Based Parallel Decision Model,2020,Journal of Water Resources Planning and Management,146,6,4020036,,,,14,10.1061/(ASCE)WR.1943-5452.0001227,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083084041&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001227&partnerID=40&md5=5cbdd1e7274caac2f9d9795861035f31,Article,Final,,Scopus,2-s2.0-85083084041
"Zhang, W., Wang, X., Lei, X., Liu, P., Yan, X., Feng, M.",57215936288;56548766000;15760501200;56488934500;57196243966;56708032900;,Multicriteria Decision-Making Model of Reservoir Operation Considering Balanced Applicability in Past and Future: Application to the Three Gorges Reservoir,2020,Journal of Water Resources Planning and Management,146,6,4020033,,,,5,10.1061/(ASCE)WR.1943-5452.0001208,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083083952&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001208&partnerID=40&md5=848b74971517290054883e3bdc3367f1,Article,Final,,Scopus,2-s2.0-85083083952
"Reid Bell, A., Ward, P.S., Ashfaq, M., Davies, S.",18533255100;55827731800;58252089500;57643670200;,"Valuation and Aspirations for Drip Irrigation in Punjab, Pakistan",2020,Journal of Water Resources Planning and Management,146,6,4020035,,,,5,10.1061/(ASCE)WR.1943-5452.0001181,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083074338&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001181&partnerID=40&md5=0ff2173e7baae49b431eda4de8d1d4e3,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85083074338
"Wu, X., Cheng, C., Miao, S., Li, G., Li, S.",36086770400;7404796475;56709279300;56203761000;57207110683;,Long-Term Market Competition Analysis for Hydropower Stations using SSDP-Games,2020,Journal of Water Resources Planning and Management,146,6,4020037,,,,6,10.1061/(ASCE)WR.1943-5452.0001195,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082752172&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001195&partnerID=40&md5=6369b33e920d67f52179ad36d7391ddf,Article,Final,,Scopus,2-s2.0-85082752172
"Yang, G., Guo, S., Liu, P., Block, P.",56923978300;55488888800;56488934500;17342246300;,Integration and Evaluation of Forecast-Informed Multiobjective Reservoir Operations,2020,Journal of Water Resources Planning and Management,146,6,4020038,,,,15,10.1061/(ASCE)WR.1943-5452.0001229,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082745337&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001229&partnerID=40&md5=ca683826177977e53e093d3c2a8496ac,Article,Final,,Scopus,2-s2.0-85082745337
"Moghaddam, A., Mokhtari, M., Afsharnia, M., Minaee, R.P.",57159070300;55649570354;55437046100;57207986058;,Simultaneous Hydraulic and Quality Model Calibration of a Real-World Water Distribution Network,2020,Journal of Water Resources Planning and Management,146,6,6020007,,,,5,10.1061/(ASCE)WR.1943-5452.0001209,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082661397&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001209&partnerID=40&md5=65a0e7cb68623e0322e9ea9c11fe4db0,Article,Final,,Scopus,2-s2.0-85082661397
"Ye, X.-C., Liu, F.-H., Zhang, Z.-X., Xu, C.-Y.",44261567500;57216135241;23989896100;7404181575;,Quantifying the Impact of Compounding Influencing Factors to the Water Level Decline of China's Largest Freshwater Lake,2020,Journal of Water Resources Planning and Management,146,6,5020006,,,,7,10.1061/(ASCE)WR.1943-5452.0001211,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082630390&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001211&partnerID=40&md5=0f2b5591f39e230fac90e1027ac2743b,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85082630390
"Baum, R., Characklis, G.W.",55552135900;6603397589;,Mitigating Drought-Related Financial Risks for Water Utilities via Integration of Risk Pooling and Reinsurance,2020,Journal of Water Resources Planning and Management,146,6,5020007,,,,3,10.1061/(ASCE)WR.1943-5452.0001202,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082599060&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001202&partnerID=40&md5=c4c3e27580eab072cb1ed4eac63e80a8,Article,Final,,Scopus,2-s2.0-85082599060
"Stephens, T.A., Bledsoe, B.P.",57211442292;7004952295;,Low-flow trends at southeast united states streamflow gauges,2020,Journal of Water Resources Planning and Management,146,6,04020032-1,,,,10,10.1061/(ASCE)WR.1943-5452.0001212,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082587744&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001212&partnerID=40&md5=a14ae66f80e72947cabd1cf3c256a686,Article,Final,,Scopus,2-s2.0-85082587744
